budget_FLOPs,L_ctx,quality_cost,Q0_B,N_star_B,D_star_B,Q_star_B,predicted_loss,C_train_FLOPs,C_attention_FLOPs,C_quality_FLOPs,C_used_FLOPs,C_unused_fraction,train_fraction_of_used,attention_fraction_of_used,quality_fraction_of_used,Q_active,N_lower_active,N_upper_active,D_lower_active,D_upper_active,support_saturated,active_set
5.994842503189421e+19,2048,power,0.4,0.6128956845767886,10.0,0.813931300431528,2.850748282560574,3.6773741074607313e+19,2.510420724026526e+18,2.0664263233260376e+19,5.994842503189421e+19,0.0,0.6134229724140822,0.04187634158346801,0.3447006860024499,interior,False,False,True,False,False,Q:interior|Nmin:0|Nmax:0|Dmin:1|Dmax:0
7.742636826811277e+19,2048,power,0.4,0.7518763608538629,10.0,0.8838582986431314,2.7926363641798724,4.511258165123177e+19,3.079685574057423e+18,2.9234101042823586e+19,7.742636826811277e+19,0.0,0.5826513971960493,0.03977566871525031,0.37757293408870035,interior,False,False,True,False,False,Q:interior|Nmin:0|Nmax:0|Dmin:1|Dmax:0
1e+20,2048,power,0.4,0.9199591018510825,10.0,0.9591340139389347,2.736958380523379,5.519754611106495e+19,3.7681524811820344e+18,4.103430140775301e+19,1e+20,0.0,0.5519754611106494,0.03768152481182034,0.4103430140775301,interior,False,False,True,False,False,Q:interior|Nmin:0|Nmax:0|Dmin:1|Dmax:0
1.2915496650148826e+20,2048,power,0.4,1.2291366596177173,10.129583342555371,1.0,2.685199616672409,7.470385339792669e+19,5.099783058631796e+18,4.935133004492977e+19,1.2915496650148825e+20,1.1102230246251565e-16,0.5784048064234981,0.0394857681185108,0.38210942545799115,upper,False,False,False,False,False,Q:upper|Nmin:0|Nmax:0|Dmin:0|Dmax:0
1.6681005372000557e+20,2048,power,0.4,1.3323294635057714,12.437652723902792,1.0,2.6400567499299052,9.942630708545103e+19,6.787502563700123e+18,6.05962440708544e+19,1.6681005372000557e+20,0.0,0.5960450516510253,0.04069000885937666,0.3632649394895979,upper,False,False,False,False,False,Q:upper|Nmin:0|Nmax:0|Dmin:0|Dmax:0
2.1544346900318778e+20,2048,power,0.4,1.4459874320419746,15.236238036959401,1.0,2.5974206007334466,1.3218845227825909e+20,9.024065008862487e+18,7.423095171606621e+19,2.1544346900318778e+20,0.0,0.6135644440273248,0.04188599937893204,0.3445495565937432,upper,False,False,False,False,False,Q:upper|Nmin:0|Nmax:0|Dmin:0|Dmax:0
2.7825594022071144e+20,2048,power,0.4,1.5713434249848441,18.62030555869464,1.0,2.5571255203967205,1.755533682651814e+20,1.1984443273569718e+19,9.071812868196028e+19,2.7825594022071137e+20,2.220446049250313e-16,0.6309060935983369,0.04306985598964648,0.3260240504120166,upper,False,False,False,False,False,Q:upper|Nmin:0|Nmax:0|Dmin:0|Dmax:0
3.5938136638046405e+20,2048,power,0.4,1.7097871221478353,22.701042032181398,1.0,2.5190174240451473,2.328836959557629e+20,1.5898193643913413e+19,1.1059947678078778e+20,3.593813663804641e+20,0.0,0.6480127178024508,0.04423766820198064,0.3077496139955684,upper,False,False,False,False,False,Q:upper|Nmin:0|Nmax:0|Dmin:0|Dmax:0
4.641588833612792e+20,2048,power,0.4,1.862885088845291,27.608212489553893,1.0,2.4829530203826016,3.085855642587736e+20,2.106610785339895e+19,1.3450721124910655e+20,4.641588833612792e+20,0.0,0.664827444482163,0.04538555354331567,0.2897870019745212,upper,False,False,False,False,False,Q:upper|Nmin:0|Nmax:0|Dmin:0|Dmax:0
5.994842503189421e+20,2048,power,0.4,2.0324047685968876,33.492795455014026,1.0,2.4487990936007913,4.0842550317846403e+20,2.788184768364981e+19,1.6317689945682834e+20,5.994842503189421e+20,0.0,0.6812948012581989,0.04650972509922638,0.2721954736425748,upper,False,False,False,False,False,Q:upper|Nmin:0|Nmax:0|Dmin:0|Dmax:0
7.742636826811277e+20,2048,power,0.4,2.220337761355448,40.529987610042085,1.0,2.4164318331942356,5.399415717470692e+20,3.6860011297933267e+19,1.9746209963612504e+20,7.742636826811276e+20,2.220446049250313e-16,0.6973613561175367,0.04760653524429052,0.25503210863817277,upper,False,False,False,False,False,Q:upper|Nmin:0|Nmax:0|Dmin:0|Dmax:0
