replicate,budget_FLOPs,L_ctx,quality_cost,Q0_B,N_star_B,D_star_B,Q_star_B,predicted_loss,C_train_FLOPs,C_attention_FLOPs,C_quality_FLOPs,C_used_FLOPs,C_unused_fraction,train_fraction_of_used,attention_fraction_of_used,quality_fraction_of_used,Q_active,N_lower_active,N_upper_active,D_lower_active,D_upper_active,support_saturated,active_set
83,1e+19,2048,exponential,0.4,0.12880457340462134,10.0,0.5581101841598778,3.305250148540405,7.728274404277281e+18,5.27583532665329e+17,1.7441420630573898e+18,9.999999999999998e+18,2.220446049250313e-16,0.7728274404277281,0.052758353266532915,0.174414206305739,interior,False,False,True,False,False,Q:interior|Nmin:0|Nmax:0|Dmin:1|Dmax:0
83,1e+21,2048,exponential,0.4,2.3213996349162493,53.1821562579723,1.0,2.377238445545393,7.40742228727895e+20,5.056800281449097e+19,2.086897684576141e+20,1e+21,0.0,0.740742228727895,0.05056800281449097,0.20868976845761408,upper,False,False,False,False,False,Q:upper|Nmin:0|Nmax:0|Dmin:0|Dmax:0
83,1e+22,2048,exponential,0.4,5.6345187016252,249.75606798715734,1.0,2.1647474837284886,8.443531415508076e+21,5.7641174463201804e+20,9.800568398599046e+20,1e+22,0.0,0.8443531415508077,0.05764117446320181,0.09800568398599045,upper,False,False,False,False,False,Q:upper|Nmin:0|Nmax:0|Dmin:0|Dmax:0
87,1e+19,2048,exponential,0.4,0.12812836574260095,10.000000000000002,0.5606288414376697,3.3128928043300494,7.687701944556059e+18,5.2481378608169363e+17,1.787484269362248e+18,1e+19,0.0,0.7687701944556058,0.05248137860816936,0.1787484269362248,interior,False,False,True,False,False,Q:interior|Nmin:0|Nmax:0|Dmin:1|Dmax:0
87,1e+21,2048,exponential,0.4,2.3233165776941904,53.147427578718,1.0,2.3796692464667957,7.408697973326217e+20,5.057671149790698e+19,2.0855349116947133e+20,1e+21,0.0,0.7408697973326217,0.050576711497906976,0.20855349116947133,upper,False,False,False,False,False,Q:upper|Nmin:0|Nmax:0|Dmin:0|Dmax:0
87,1e+22,2048,exponential,0.4,5.644097365764123,249.3736814983426,1.0,2.1671571495883235,8.444936033014182e+21,5.7650763318710154e+20,9.785563337987178e+20,1.0000000000000002e+22,0.0,0.844493603301418,0.05765076331871014,0.09785563337987176,upper,False,False,False,False,False,Q:upper|Nmin:0|Nmax:0|Dmin:0|Dmax:0
90,1e+19,2048,exponential,0.4,0.1276816872084179,10.0,0.562271942054881,3.317499176987255,7.660901232505075e+18,5.2298419080567974e+17,1.8161145766892452e+18,1e+19,0.0,0.7660901232505074,0.052298419080567975,0.1816114576689245,interior,False,False,True,False,False,Q:interior|Nmin:0|Nmax:0|Dmin:1|Dmax:0
90,1e+21,2048,exponential,0.4,2.3229525019376043,53.15401994079053,1.0,2.380587875830634,7.40845581657004e+20,5.057505837445149e+19,2.0857935996854433e+20,1e+21,0.0,0.7408455816570041,0.05057505837445148,0.20857935996854432,upper,False,False,False,False,False,Q:upper|Nmin:0|Nmax:0|Dmin:0|Dmax:0
90,1e+22,2048,exponential,0.4,5.642705105976801,249.42918866993045,1.0,2.16808170617059,8.444732138924806e+21,5.764937140172667e+20,9.787741470579285e+20,1e+22,0.0,0.8444732138924806,0.05764937140172667,0.09787741470579285,upper,False,False,False,False,False,Q:upper|Nmin:0|Nmax:0|Dmin:0|Dmax:0
94,1e+19,2048,exponential,0.4,0.12753921200237145,10.0,0.5627926458791728,3.3158332881839563,7.652352720142287e+18,5.224006123617134e+17,1.8252466674959995e+18,9.999999999999998e+18,2.220446049250313e-16,0.7652352720142288,0.05224006123617135,0.18252466674959997,interior,False,False,True,False,False,Q:interior|Nmin:0|Nmax:0|Dmin:1|Dmax:0
